id,name,jp_name,type,episodes,studio,release_season,tags,rating,release_year,end_year,content_warning
621,Nekomonogatari (Black), Nekomonogatari (Kuro),TV Sp,,SHAFT,,"Action, Comedy, Drama, Ecchi, Mystery, Romance, Curse, Panty Shots, Supernatural, Based on a Light Novel, Explicit Violence",4.08,2012,,Explicit Violence
622,Wu Shan Wu Xing, Fog Hill of Five Elements,Web  ,3,Liudao Wuyu Animation Studio,,"Action, Fantasy, Chinese Animation, Violence",4.08,2020,,Violence
623,Yaoshenji 4th Season, Tales of Demons and Gods 4th Season,Web  ,52,Ruo Hong Culture,,"Action, Fantasy, Chinese Animation, Cultivation, Martial Arts, Short Episodes, Xianxia, Based on a Web Novel, CG Animation",4.08,2020,,
624,Bunny Drop Specials, Usagi Drop Specials,DVD S,,Production I.G,,"Josei, Slice of Life, Childcare, Christmas, Single Parent, Based on a Manga",4.08,2011,2012,
625,Mobile Suit Gundam Unicorn, Kidou Senshi Gundam Unicorn,OVA  ,7,Sunrise,,"Action, Drama, Mecha, Sci Fi, Military, Outer Space, Real Robot, War",4.08,2010,2014,
626,The Disappearance of Conan Edogawa: The Worst Two Days in History, Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,TV Sp,,TMS Entertainment,,"Action, Mystery, Shounen, Age Transformation, Detectives, Based on a Manga",4.08,2014,2015,
627,Dragon Ball Z,,TV   ,291,Toei Animation,,"Action, Fantasy, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Superpowers, Based on a Manga",4.08,1989,1996,
628,The Prince of Tennis II OVA vs. Genius 10, Shin Tennis no Ouji-sama OVA vs Genius 10,OVA  ,10,Production I.G,,"Shounen, Sports, Tennis, Based on a Manga",4.08,2014,2015,
629,Tsubasa: Spring Thunder Chronicle, Tsubasa: Shunraiki,OVA  ,2,Production I.G,,"Adventure, Fantasy, Shounen, Crossover, Fated Lovers, Magic, Based on a Manga, Violence",4.08,2009,,Violence
630,From Up on Poppy Hill, Kokuriko-Zaka Kara,Movie,,Studio Ghibli,,"Drama, Romance, Shoujo, Slice of Life, Coming of Age, Historical, School Life, Based on a Manga",4.08,2011,,
631,One-Punch Man Specials,,DVD S,,MADHOUSE,,"Action, Comedy, Sci Fi, Seinen, Overpowered Main Characters, Superheroes, Superpowers, Based on a Manga",4.08,2015,2016,
632,Initial D Legend 3: Dream, New Initial D Movie: Legend 3 - Mugen,Movie,,LIDEN FILMS,,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga",4.07,2016,,
633,Hellsing Ultimate: Digest for Freaks,,TV Sp,,MADHOUSE,,"Action, Horror, Seinen, Recap, Supernatural, Vampires, Based on a Manga",4.07,2006,,
634,Honey and Clover II, Hachimitsu to Clover II,TV   ,12,J.C.Staff,Summer,"Comedy, Drama, Josei, Romance, Art, Art School, College, Coming of Age, Love Triangle, noitaminA, School Life, Based on a Manga",4.07,2006,,
635,The Garden of Sinners: Recalled Out Summer, Kara no Kyoukai: Mirai Fukuin,Movie,,ufotable,,"Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel",4.07,2013,,
636,That Time I Got Reincarnated as a Slime OVA, Tensei Shitara Slime Datta Ken OVA,OVA  ,5,8-Bit,,"Action, Adventure, Comedy, Ecchi, Fantasy, Shounen, Demons, Isekai, Magic, Monsters, Overpowered Main Characters, Person in a Strange World, Reincarnation, RPG, Slimes, Based on a Manga",4.07,2019,2020,
637,Overlord: The Dark Hero, Overlord: Shikkoku no Senshi,Movie,,MADHOUSE,,"Action, Adventure, Fantasy, Dark Fantasy, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, Recap, RPG, Skeletons, Trapped in a Video Game, Virtual Reality, Based on a Light Novel, Violence",4.07,2017,,Violence
638,Lovely Complex,,TV   ,24,Toei Animation,Spring,"Comedy, Romance, Shoujo, Romantic Comedy, School Life, Based on a Manga",4.07,2007,,
639,The Prince of Tennis: The National Tournament, Tennis no Ouji-sama: Zenkoku Taikai-hen,OVA  ,13,M.S.C.,,"Shounen, Sports, Tennis, Based on a Manga",4.07,2006,2007,
640,Wonder Egg Priority,,TV   ,12,CloverWorks,Winter,"Dream World, Monster-of-the-week, Psychological, Supernatural, Original Work, Bullying, Emotional Abuse, Mature Themes, Physical Abuse, Sexual Abuse, Suicide, Violence, Self-Harm",4.07,2021,,"Bullying, Emotional Abuse, Mature Themes, Physical Abuse, Sexual Abuse, Suicide, Violence, Self-Harm"
641,Romeo no Aoi Sora, Romeo and the Black Brothers,TV   ,33,Nippon Animation,Winter,"Drama, 19th Century, Coming of Age, Europe, Historical, Italy, Lifestyle Change, Poverty, World Masterpiece Theater, Based on a Novel, Mature Themes, Physical Abuse",4.07,1995,,"Mature Themes, Physical Abuse"
642,Sekai-ichi Hatsukoi: World's Greatest First Love - Proposal-hen, Sekaiichi Hatsukoi: Proposal-hen,Movie,,Studio DEEN,,"BL, Romance, Shounen-ai, Based on a Manga",4.07,2020,,
643,Assassination Classroom: Jump Festa 2013 Special, Ansatsu Kyoushitsu: Jump Festa 2013 Special,Other,,Brain's Base,,"Action, Comedy, Shounen, Aliens, Assassins, Non-Human Protagonists, School Life, Based on a Manga",4.07,2013,,
644,Broken Blade Movie 5: The Gap Between Life & Death, Break Blade Movie 5: Shisen no Hate,Movie,,Production I.G,,"Action, Fantasy, Mecha, Magic, Military, War, Violence",4.07,2011,,Violence
645,The Story of Saiunkoku 2nd Series, Saiunkoku Monogatari 2nd Series,TV   ,39,MADHOUSE,Spring,"Drama, Fantasy, Reverse Harem, Romance, Shoujo, Medical, Pandemic, Political, Social Gap, Based on a Light Novel",4.07,2007,2008,
646,Thunderbolt Fantasy: Sword Seekers 2, Thunderbolt Fantasy: Touri-ken Yuuki 2,TV   ,13,Pili International Multimedia,Fall ,"Action, Fantasy, Ancient China, Swordplay, Wuxia, Original Work, Violence",4.07,2018,,Violence
647,The Millionaire Detective - Balance:Unlimited, Fugou Keiji - Balance:Unlimited,TV   ,11,CloverWorks,Spring,"Action, Comedy, Drama, Crime, Detectives, noitaminA, Based on a Novel, Mature Themes, Suicide",4.07,2020,,"Mature Themes, Suicide"
648,REBORN!, Kateikyoushi Hitman Reborn!,TV   ,203,Artland,Fall ,"Action, Adventure, Comedy, Shounen, Gangs, Mafia, Supernatural, Superpowers, Based on a Manga",4.07,2006,2010,
649,DAKAICHI: I'm being harassed by the sexiest man of the year, Dakaretai Otoko Ichii ni Odosarete Imasu.,TV   ,13,CloverWorks,Fall ,"BL, Romance, Yaoi, Acting, Adult Couples, Blackmail, Mature Romance, Showbiz, Based on a Manga, Sexual Content",4.07,2018,,Sexual Content
650,Megalo Box,,TV   ,13,3xCube,Spring,"Action, Drama, Sci Fi, Sports, Boxing, Hand to Hand Combat",4.07,2018,,
651,The Wind Rises, Kaze Tachinu,Movie,,Studio Ghibli,,"Drama, Romance, Aviation, Biographies, Historical, War, World War 2",4.07,2013,,
652,Saint Seiya: The Lost Canvas - Meiou Shinwa 2nd Chapter, Saint Seiya: The Lost Canvas - Meiou Shinwa 2,OVA  ,13,TMS Entertainment,,"Action, Fantasy, Sci Fi, Shounen, 18th Century, Europe, Gods, Greek Mythology, Hand to Hand Combat, Historical, Non-Human Protagonists, Power Suits, Superpowers, Based on a Manga, Violence",4.07,2011,,Violence
653,IDOLiSH7: Vibrato,,Web  ,8,TROYCA,Winter,"Idols, Music, Showbiz",4.07,2018,2019,
654,Planetes,,TV   ,26,Sunrise,Fall ,"Drama, Sci Fi, Seinen, Astronauts, Coworkers, Outer Space, Work Life, Based on a Manga",4.07,2003,2004,
655,Digimon Adventure Movie: Last Evolution Kizuna,,Movie,,TYO Animations,,"Drama, Sci Fi, Monsters",4.07,2020,,
656,Initial D Third Stage,,Movie,,Studio DEEN,,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga",4.07,2001,,
657,Millennium Actress, Sennen Joyuu,Movie,,MADHOUSE,,"Adventure, Drama, Acting, Unrequited Love, Original Work",4.07,2001,,
658,Junjou Romantica,,TV   ,12,Studio DEEN,Spring,"BL, Comedy, Drama, Romance, Shounen-ai, Age Gap, Cohabitation, LGBT Themes, Romantic Comedy, Writers, Yaoi Hand Syndrome, Based on a Manga, Sexual Content",4.07,2008,,Sexual Content
659,Arifureta: From Commonplace to World's Strongest 2nd Season, Arifureta Shokugyou de Sekaisaikyou 2nd Season,TV   ,,Studio Mother,Winter,"Action, Adventure, Fantasy, Harem, Seinen, Dark Fantasy, Dungeon, Guns, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Summoned Into Another World, Based on a Light Novel",4.07,2022,,
660,The Garden of Sinners Movie 4: Garan-no-Dou. (The Hollow Shrine), Kara no Kyoukai Movie 4: Garan no Dou,Movie,,ufotable,,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Violence",4.07,2008,,Violence
661,Darker than Black: Kuro no Keiyakusha Gaiden,,DVD S,,Bones,,"Action, Sci Fi, Superpowers, Original Work",4.07,2010,,
662,Tower of God, Kami no Tou: Tower of God,TV   ,13,Telecom Animation Film,Spring,"Action, Adventure, Drama, Fantasy, High Stakes Games, Play or Die, PVE, PVP, Based on a Webtoon, Mature Themes, Suicide, Violence",4.07,2020,,"Mature Themes, Suicide, Violence"
663,Major Movie: Yuujou no Winning Shot, Major Movie: Yuujou's Winning Shot,Movie,,XEBEC,,"Shounen, Sports, Baseball, Based on a Manga",4.07,2008,,
664,Sword Art Online: Alicization - War of Underworld,,TV   ,12,A-1 Pictures,Fall ,"Action, Fantasy, Sci Fi, Magic, Medieval, Monsters, Overpowered Main Characters, Person in a Strange World, RPG, Virtual Reality, War, Based on a Light Novel, Violence",4.07,2019,,Violence
665,Ponyo on the Cliff by the Sea,"Alt titles: Gake no Ue no Ponyo, Ponyo",Movie,,Studio Ghibli,,"Fantasy, Contemporary Fantasy, Family Friendly, Magic, Mermaids, Non-Human Protagonists, Ocean, Original Work",4.07,2008,,
666,Girls und Panzer: Saishuushou 3, Girls und Panzer das Finale Part 3,Movie,,Actas,,"Action, Military, Military School, School Club, School Life, Tournaments, Original Work",4.07,2021,,
667,Charlotte,,TV   ,13,P.A. WORKS,Summer,"Comedy, Drama, Human Experimentation, School Life, Student Council, Supernatural, Superpowers, Original Work",4.07,2015,,
668,Gosick,,TV   ,24,Bones,Winter,"Drama, Mystery, Romance, Boarding School, Detectives, Europe, Historical, Library, Based on a Light Novel, Violence",4.07,2010,2011,Violence
669,Legend of the Galactic Heroes: Overture to a New War, Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Movie,,Magic Bus,,"Drama, Sci Fi, Military, Outer Space, Political, Space Opera, War, Based on a Novel",4.06,1993,,
670,Hakuouki Movie 2: Warrior Spirit of the Blue Sky, Hakuouki Movie 2: Shikon Soukyuu,Movie,,Studio DEEN,,"Action, Drama, Reverse Harem, Feudal Japan, Historical, Samurai, Based on an Otome Game, Based on a Visual Novel",4.06,2014,,
671,Dragon Ball Z Kai: The Final Chapters,,TV   ,61,Toei Animation,Spring,"Action, Shounen, Hand to Hand Combat, Martial Arts, Superpowers, Based on a Manga",4.06,2014,2015,
672,Yaoshenji 2nd Season, Tales of Demons and Gods 2nd Season,Web  ,40,Ruo Hong Culture,,"Action, Fantasy, Chinese Animation, Cultivation, Martial Arts, Short Episodes, Xianxia, Based on a Web Novel, CG Animation",4.06,2018,,
673,Hozuki's Coolheadedness OVA, Hozuki no Reitetsu OVA,OVA  ,3,WIT Studio,,"Comedy, Seinen, Afterlife, Coworkers, Dark Comedy, Demons, Episodic, Gag, Hell, Japanese Mythology, Non-Human Protagonists, Parody, Satire, Supernatural, Youkai, Based on a Manga",4.06,2015,,
674,Hanamonogatari, Hanamonogatari: Suruga Devil,TV Sp,,SHAFT,,"Comedy, Drama, Mystery, Supernatural, Based on a Light Novel",4.06,2014,,
675,Beastars 2,,TV   ,12,Orange,Winter,"Action, Drama, Fantasy, Shounen, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Psychological, School Life, Based on a Manga, CG Animation",4.06,2021,,
676,Psycho-Pass 3: First Inspector,,Movie,,Production I.G,,"Action, Sci Fi, Dystopia, Noir, Thriller, Original Work",4.06,2020,,
677,Ghost in the Shell 2.0, Koukaku Kidoutai 2.0,Movie,,Production I.G,,"Sci Fi, Cyberpunk, Cyborgs, Hacking, Noir, Based on a Manga, Nudity",4.06,2008,,Nudity
678,Kuroko's Basketball Movie 2: Winter Cup Highlights -Beyond the Tears-, Kuroko no Basket Movie 2: Winter Cup Soushuuhen -Namida no Saki e-,Movie,,Production I.G,,"Shounen, Sports, Basketball, Recap, School Club, Tournaments, Based on a Manga",4.06,2016,,
679,Dou Po Cangqiong Specials, Battle Through The Heavens Specials,TV Sp,,Motion Magic,,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation",4.06,2017,,
680,Scissor Seven,"Alt titles: Cike Wu Liuqi, Killer Seven",Web  ,10,Sharefun Studio,,"Action, Comedy, Amnesia, Assassins, Birds, Chinese Animation, Superpowers",4.06,2018,,
681,Saint Seiya: The Hades Chapter - Sanctuary, Saint Seiya - Meiou Hades Juuni Kyuu Hen,OVA  ,13,Toei Animation,,"Action, Fantasy, Sci Fi, Shounen, Hand to Hand Combat, Power Suits, Superpowers, Violence",4.06,2002,2003,Violence
682,The Case Study of Vanitas, Vanitas no Carte,TV   ,12,Bones,Summer,"Adventure, Drama, Fantasy, Shounen, 19th Century, Curse, Europe, France, Non-Human Protagonists, Steampunk, Supernatural, Vampires, Based on a Manga, Explicit Violence",4.06,2021,,Explicit Violence
683,Log Horizon 2,,TV   ,25,Studio DEEN,Fall ,"Adventure, Fantasy, Sci Fi, Economics, Guilds, Isekai, MMORPG, Overpowered Main Characters, Person in a Strange World, PVE, RPG, Trapped in a Video Game, Based on a Light Novel",4.06,2014,2015,
684,Transformers: The Movie,,Movie,,Toei Animation,,"Action, Mecha, Sci Fi, Combining Mecha, Non-Human Protagonists, Super Robot, Transforming Mecha",4.06,1986,,
685,Minami: Kawaki wo Ameku, Minami: Crying for Rain,Music,,,,Drama,4.06,2019,,
686,Spice and Wolf II OVA, Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA  ,1,Brain's Base,,"Adventure, Drama, Fantasy, Romance, Animal Characteristics, Economics, God-Human Relationship, Gods, Interspecies Relationship, Mature Romance, Medieval, Non-Human Protagonists",4.06,2009,,
687,Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem, Code Geass Hangyaku no Lelouch R2 Special Edition: Zero Requiem,OVA  ,1,Sunrise,,"Mecha, Sci Fi, Real Robot, Recap",4.06,2009,,
688,Blue Exorcist, Ao no Exorcist,TV   ,25,A-1 Pictures,Spring,"Action, Fantasy, Shounen, Contemporary Fantasy, Demons, Exorcists, Monster School, School Life, Siblings, Supernatural, Urban Fantasy, Based on a Manga",4.06,2011,,
689,Broken Blade Movie 3: Scars from an Assassin's Blade, Break Blade Movie 3: Kyoujin no Ato,Movie,,Production I.G,,"Action, Fantasy, Mecha, Magic, Military, War",4.06,2010,,
690,"Clannad: Another World, Tomoyo Chapter"," Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",DVD S,,Kyoto Animation,,"Drama, Romance, School Life, Senpai-Kouhai Relationship, Based on a Visual Novel",4.06,2008,,
691,Seraph of the End: Battle in Nagoya, Owari no Seraph: Nagoya Kessen Hen,TV   ,12,WIT Studio,Fall ,"Action, Drama, Horror, Shounen, Demons, Pandemic, Post-apocalyptic, Supernatural, Vampires, Based on a Manga, Violence",4.06,2015,,Violence
692,Monthly Girls' Nozaki-kun, Gekkan Shoujo Nozaki-kun,TV   ,12,Doga Kobo,Summer,"Comedy, Romance, Shounen, Gag, Manga Industry, Otaku Culture, Romantic Comedy, Satire, School Life, Writers, Based on a 4-Koma Manga, Based on a Manga",4.06,2014,,
693,Natsume's Book of Friends: Nyanko-sensei & The First Errand, Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,OVA  ,1,Brain's Base,,"Drama, Shoujo, Slice of Life, Bodyguards, Cats, Childcare, Countryside, Forest, Iyashikei, Japanese Mythology, Non-Human Protagonists, Supernatural, Youkai, Based on a Manga",4.05,2013,,
694,"Legend of the Galactic Heroes: A Hundred Billion Stars, A Hundred Billion Lights"," Ginga Eiyuu Densetsu: Sen'oku no Hoshi, Sen'oku no Hikari",OVA  ,24,Artland,,"Drama, Sci Fi, Military, Outer Space, Space Opera, Based on a Novel, Violence",4.05,1998,,Violence
695,From the New World, Shinsekai yori,TV   ,25,A-1 Pictures,Fall ,"Adventure, Drama, Mystery, Sci Fi, Childhood Friends, Coming of Age, Dystopia, Post-apocalyptic, Psychic Powers, Superpowers, Thriller, Based on a Novel, Violence",4.05,2012,2013,Violence
696,Wu Shen Zhuzai,,Web  ,19,Ruo Hong Culture,,"Action, Fantasy, Chinese Animation, Short Episodes",4.05,2020,,
697,Cardcaptor Sakura: The Movie 2: The Sealed Card, Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,,MADHOUSE,,"Fantasy, Magical Girl, Romance, Shoujo, Family Friendly, Henshin Heroes, Magic, Based on a Manga",4.05,2000,,
698,The Devil is a Part-Timer!, Hataraku Maou-sama!,TV   ,13,WHITE FOX,Spring,"Action, Comedy, Fantasy, Slice of Life, Contemporary Fantasy, Coworkers, Demon King, Demons, Lifestyle Change, Non-Human Protagonists, Person in a Strange World, Restaurants, Reverse Isekai, Urban Fantasy, Work Life, Based on a Light Novel",4.05,2013,,
699,Initial D Legend 2: Racer, New Initial D Movie: Legend 2 - Tousou,Movie,,LIDEN FILMS,,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga",4.05,2015,,
700,Interstella 5555 - The 5tory of the 5ecret 5tar 5ystem,,Movie,,Toei Animation,,"Sci Fi, Aliens, Idols, Music, Non-Human Protagonists, Original Work",4.05,2003,,
701,Xingchen Bian,,Web  ,12,Foch,,"Action, Fantasy, Chinese Animation, Cultivation, Xianxia, Based on a Web Novel, CG Animation",4.05,2018,,
702,Wan Jie Xian Zong 3rd Season, Master of Legendary Realms 3rd Season,Web  ,48,Ruo Hong Culture,,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, CG Animation",4.05,2019,2020,
703,Saiyuki Gaiden,,OVA  ,3,Anpro,,"Action, Fantasy, Journey to the West, Based on a Manga",4.05,2011,2012,
704,Junjou Romantica OVA,,OVA  ,1,Studio DEEN,,"BL, Comedy, Shounen-ai, Age Gap, LGBT Themes, Romantic Comedy, Based on a Manga, Sexual Content",4.05,2012,,Sexual Content
705,Tanaka-kun is Always Listless, Tanaka-kun wa Itsumo Kedaruge,TV   ,12,SILVER LINK.,Spring,"Comedy, Slice of Life, Iyashikei, School Life, Based on a Manga",4.05,2016,,
706,Hyouka,,TV   ,22,Kyoto Animation,Spring,"Drama, Mystery, Shounen, School Club, School Life, Based on a Novel",4.05,2012,,
707,Naruto,,TV   ,220,Pierrot,Fall ,"Action, Drama, Shounen, Japanese Mythology, Ninja, Revenge, Rivalries, Based on a Manga",4.05,2002,2007,
708,Kono Oto Tomare!, Kono Oto Tomare!: Sounds of Life,TV   ,13,Platinum Vision,Spring,"Drama, Romance, Shounen, Music, School Club, School Life, Based on a Manga",4.05,2019,,
709,Mobile Suit Gundam: The Origin - Advent of the Red Comet, Mobile Suit Gundam: The Origin - Zen`ya Akai Suisei,TV   ,13,Sunrise,Spring,"Action, Drama, Mecha, Sci Fi, Outer Space, Real Robot",4.05,2019,,
710,Xingchen Bian 2nd Season, Xingchen Bian Zhi Yuli Canghai,Web  ,12,Foch,,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation",4.05,2020,,
711,Blue Spring Ride, Ao Haru Ride,TV   ,12,Production I.G,Summer,"Drama, Romance, Shoujo, Love Triangle, School Life, Based on a Manga",4.05,2014,,
712,DAKAICHI: I'm being harassed by the sexiest man of the year- Spain Arc, Gekijouban Dakaretai Otoko Ichii ni Odosarete Imasu. Spain Hen,Movie,,CloverWorks,,"BL, Romance, Yaoi, Acting, Adult Couples, Mature Romance, Showbiz, Based on a Manga",4.05,2021,,
713,Kokoro Connect: Michi Random,,TV Sp,,SILVER LINK.,,"Drama, Romance, School Club, School Life, Supernatural, Based on a Light Novel",4.05,2012,,
714,Free! -Timeless Medley- The Promise, Free! -Timeless Medley- Yakusoku,Movie,,Animation Do,,"Sports, Recap, School Club, School Life, Swimming, Tournaments, Based on a Light Novel",4.05,2017,,
715,Ling Jian Zun 5th Season, Spirit Sword Master 5th Season,Web  ,45,Soyep,,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Web Novel, CG Animation",4.05,2021,,
716,Black Butler, Kuroshitsuji,TV   ,24,A-1 Pictures,Fall ,"Shounen, 19th Century, Butlers, Deal with the Devil, Demons, England, Europe, Master-Servant Relationship, Nobility, Non-Human Protagonists, Supernatural, Based on a Manga, Animal Abuse, Mature Themes",4.05,2008,2009,"Animal Abuse, Mature Themes"
717,The Labyrinth of Grisaia, Grisaia no Meikyuu,TV Sp,,8-Bit,,"Action, Drama, Childcare, Guns, Based on a Visual Novel, Emotional Abuse, Mature Themes, Nudity, Physical Abuse, Sexual Abuse, Sexual Content",4.05,2015,,"Emotional Abuse, Mature Themes, Nudity, Physical Abuse, Sexual Abuse, Sexual Content"
718,Detective Conan Movie 16: The Eleventh Striker, Meitantei Conan Movie 16: 11-ninme no Striker,Movie,,TMS Entertainment,,"Action, Mystery, Shounen, Sports, Age Transformation, Detectives, Soccer, Terrorism, Thriller, Based on a Manga",4.05,2012,,
719,Saint Seiya: The Hades Chapter - Sanctuary: Yomigaerishi Gold Saint-tachi no Shinwa, Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,OVA  ,2,Toei Animation,,"Sci Fi, Recap",4.05,2003,,
720,Ushio and Tora TV (2016), Ushio to Tora TV (2016),TV   ,13,MAPPA,Spring,"Action, Fantasy, Shounen, Supernatural, Urban Fantasy, Based on a Manga",4.05,2016,,
